Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
17-March-2021,5466.00,5466.00,5343.05,5358.70,5400.950542362943418352,68220,6690,368452846.00,10487,15.37,122.95,-107.30
16-March-2021,5499.00,5508.30,5419.00,5467.00,5467.433983008495752123,60030,5590,328210062.00,5169,8.61,89.30,-32.00
15-March-2021,5584.95,5584.95,5350.00,5438.70,5420.477105085715453300,97882,8516,530567140.00,14432,14.74,234.95,-146.25
12-March-2021,5595.00,5668.15,5522.00,5554.65,5601.061103798420458819,106360,9184,595728859.00,13910,13.08,146.15,-40.35
10-March-2021,5440.00,5562.00,5440.00,5541.15,5515.085005034466733792,77466,6362,427231575.00,12306,15.89,122.00,101.15
9-March-2021,5361.10,5445.40,5335.00,5414.70,5401.294148334927397617,92008,9096,496962272.00,22151,24.08,110.40,53.60
8-March-2021,5465.00,5494.30,5310.00,5323.40,5362.562456019523588507,66791,6382,358170909.00,11734,17.57,184.30,-141.60
5-March-2021,5425.00,5518.15,5400.95,5444.40,5450.128025807383511681,83077,9003,452780286.00,12993,15.64,117.20,19.40
4-March-2021,5425.00,5565.00,5400.00,5486.95,5490.594788906788800276,150218,9814,824786168.00,81898,54.52,165.00,61.95
3-March-2021,5379.50,5571.80,5339.45,5544.95,5448.713792166874898147,92045,7944,501526861.00,16036,17.42,232.35,165.45
2-March-2021,5308.00,5410.00,5262.00,5307.95,5326.407785515489602702,82281,7346,438262159.00,9369,11.39,148.00,-0.05
1-March-2021,5310.00,5370.00,5198.00,5266.70,5281.453030049033988516,95444,8973,504083003.00,9394,9.84,172.00,-43.30
26-February-2021,5350.10,5465.05,5197.05,5238.30,5301.706123939847480578,224496,28014,1190211818.00,77597,34.56,268.00,-111.80
25-February-2021,5608.00,5618.00,5513.45,5530.15,5565.697808056051731538,144438,6324,803898260.00,81011,56.09,104.55,-77.85
24-February-2021,5430.00,5921.75,5022.00,5553.00,5557.859177252411197365,340080,21334,1890116749.00,112277,33.01,899.75,123.00
23-February-2021,5401.00,5503.00,5350.10,5383.45,5426.401640540315183857,95944,9545,520630679.00,17651,18.40,152.90,-17.55
22-February-2021,5476.10,5538.60,5335.00,5379.60,5413.508281929242770494,116398,13894,630121537.00,23571,20.25,203.60,-96.50
19-February-2021,5564.95,5621.30,5425.00,5499.05,5532.719987090375245007,127037,13580,702860149.00,17472,13.75,196.30,-65.90
18-February-2021,5705.00,5708.35,5523.00,5565.45,5598.047677242459851155,63825,7334,357295393.00,12292,19.26,185.35,-139.55
17-February-2021,5725.00,5800.90,5671.35,5703.90,5738.832098992593955563,65217,6132,374269413.00,9301,14.26,129.55,-21.10
16-February-2021,5781.00,5820.50,5690.00,5758.70,5735.799119580965117574,125622,10932,720542557.00,19767,15.74,130.50,-22.30
15-February-2021,5595.00,5799.95,5595.00,5780.70,5725.943977504000497149,128734,10970,737123672.00,19394,15.07,204.95,185.70
12-February-2021,5570.00,5616.00,5533.15,5576.50,5570.171225847547597140,56516,4236,314803797.00,5643,9.98,82.85,6.50
11-February-2021,5470.00,5588.00,5455.40,5566.35,5551.373573213040369353,113279,10459,628854047.00,28710,25.34,132.60,96.35
10-February-2021,5420.00,5502.05,5397.50,5478.85,5444.991344865879766906,87347,7406,475603659.00,10853,12.43,104.55,58.85
9-February-2021,5530.00,5544.55,5380.00,5399.55,5437.990470914127423822,99275,12045,539856504.00,24332,24.51,164.55,-130.45
8-February-2021,5549.00,5665.00,5478.70,5500.10,5598.601895734597156398,147489,13932,825732195.00,27621,18.73,186.30,-48.90
5-February-2021,5539.00,5627.00,5472.00,5538.75,5543.314072744588110325,163806,13926,908028105.00,17920,10.94,155.00,-0.25
4-February-2021,5212.00,5539.75,5207.35,5502.00,5361.041131793463858295,377348,31700,2022978149.00,180440,47.82,332.40,290.00
3-February-2021,5218.00,5270.40,5143.00,5247.60,5227.947035184596258926,103767,8467,542488380.00,22609,21.79,127.40,29.60
2-February-2021,5114.00,5336.85,5099.00,5172.90,5233.880630772756409191,301091,34194,1575874353.00,102692,34.11,237.85,58.90
1-February-2021,4766.05,5077.90,4666.30,5059.90,4906.531041997209106722,261565,28103,1283376792.00,66685,25.49,411.60,293.85
29-January-2021,4867.00,4949.95,4708.50,4735.95,4865.787426017841000187,175887,20525,855828753.00,29685,16.88,241.45,-131.05
28-January-2021,4800.00,4910.80,4723.85,4812.90,4813.892633732826658871,171050,12004,823416335.00,80628,47.14,186.95,12.90
27-January-2021,4910.00,4942.60,4811.20,4844.95,4857.855750380584183030,91307,9743,443556235.00,11057,12.11,131.40,-65.05
25-January-2021,5086.15,5163.35,4873.65,4901.20,5013.763432614607364256,155182,14584,778045837.00,28845,18.59,289.70,-184.95
22-January-2021,5125.00,5134.50,4946.70,4967.45,5056.564812708522899605,105504,10400,533487814.00,17476,16.56,187.80,-157.55
21-January-2021,4985.00,5224.90,4985.00,5116.65,5158.216969675322355966,279970,22937,1444146005.00,51228,18.30,239.90,131.65
20-January-2021,4964.20,5031.00,4900.00,4981.15,4968.782745977394624405,165005,17785,819873997.00,43845,26.57,131.00,16.95
19-January-2021,4765.00,4994.00,4752.35,4960.85,4901.846083303751035380,169020,14551,828510025.00,22385,13.24,241.65,195.85
18-January-2021,4860.00,4871.00,4686.30,4713.60,4744.584446686258169217,113995,11917,540858904.00,21887,19.20,184.70,-146.40
15-January-2021,4879.90,5075.00,4843.10,4881.55,4883.099224485039940962,77239,8433,377165701.00,11852,15.34,231.90,1.65
14-January-2021,4882.00,4965.00,4836.30,4876.30,4904.647931000468545781,162204,9285,795553513.00,81781,50.42,128.70,-5.70
13-January-2021,5065.00,5074.00,4830.00,4899.50,4935.529700059920181795,176902,23816,873105075.00,42317,23.92,244.00,-165.50
12-January-2021,4984.00,5098.50,4952.00,5043.15,5024.915233228480886841,85517,8079,429715676.00,11960,13.99,146.50,59.15
11-January-2021,5124.00,5124.00,4961.00,4984.15,5004.630065243442368292,90124,8559,451037280.00,20160,22.37,163.00,-139.85
8-January-2021,5121.00,5135.25,5042.00,5080.70,5080.342029799062607789,591428,14484,3004656526.00,24043,4.07,93.25,-40.30
7-January-2021,5063.00,5129.50,5022.00,5082.80,5080.259276030644401112,108209,9518,549729776.00,9413,8.70,107.50,19.80
6-January-2021,5123.00,5167.45,4991.35,5027.95,5064.426010466540474334,188601,23092,955155810.00,44030,23.35,176.10,-95.05
5-January-2021,5220.00,5224.95,5062.20,5121.00,5122.227357545085575384,180601,21946,925079383.00,42485,23.52,162.75,-99.00
4-January-2021,5315.15,5320.25,5196.00,5216.30,5250.354160386579339197,109473,13207,574772021.00,23647,21.60,124.25,-98.85
1-January-2021,5317.00,5337.00,5252.35,5280.25,5303.492923567114964247,53982,6624,286293155.00,10655,19.74,84.65,-36.75
31-December-2020,5338.80,5372.75,5271.00,5296.00,5320.487321430284656196,104231,11134,554559714.00,15792,15.15,101.75,-42.80
30-December-2020,5209.00,5346.00,5176.65,5334.50,5280.621964170928705178,143124,11351,755783738.00,23853,16.67,169.35,125.50
29-December-2020,5239.00,5247.50,5167.00,5197.70,5208.943103533726520295,60531,5176,315302535.00,10485,17.32,80.50,-41.30
28-December-2020,5187.95,5244.80,5181.60,5203.60,5216.307978604858480053,44870,5146,234055739.00,6909,15.40,63.20,15.65
24-December-2020,5147.00,5216.40,5110.00,5183.65,5161.455289220611453997,69670,7619,359598590.00,8471,12.16,106.40,36.65
23-December-2020,5020.00,5168.50,4972.20,5088.55,5097.550961782957989430,145511,12855,741749738.00,26485,18.20,196.30,68.55
22-December-2020,5045.00,5131.00,4826.45,5014.25,4953.890762479429511793,273450,29584,1354641429.00,52625,19.24,304.55,-30.75
21-December-2020,5233.00,5233.05,4907.20,5042.60,5134.610072536415639558,525667,12927,2699095073.00,21438,4.08,325.85,-190.40
18-December-2020,5275.00,5285.00,5166.35,5252.05,5227.007942383446208403,109413,8835,571902620.00,12143,11.10,118.65,-22.95
17-December-2020,5143.50,5300.00,5103.35,5284.25,5232.455929623731423097,170171,13661,890412258.00,19064,11.20,196.65,140.75
16-December-2020,5195.00,5225.20,5120.00,5143.50,5168.337644316911180266,148458,13992,767281070.00,33276,22.41,105.20,-51.50
15-December-2020,4894.90,5152.85,4868.15,5128.05,5020.443016168129721588,212455,17494,1066618221.00,30178,14.20,284.70,233.15
14-December-2020,4850.00,4913.35,4850.00,4898.25,4880.565364070846218723,60469,5761,295122907.00,9310,15.40,63.35,48.25
11-December-2020,4817.00,4889.00,4810.00,4843.10,4852.333110439457565463,112161,8132,544242534.00,10661,9.50,79.00,26.10
10-December-2020,4841.25,4859.50,4783.60,4792.65,4816.492063782320886515,54686,5441,263394685.00,6759,12.36,75.90,-48.60
9-December-2020,4806.00,4850.00,4791.00,4843.00,4816.719584482657432947,85195,5930,410360425.00,24427,28.67,59.00,37.00
8-December-2020,4845.00,4862.40,4774.90,4789.65,4815.963454436942817710,107236,9047,516444657.00,32381,30.20,87.50,-55.35
7-December-2020,4874.95,4923.15,4810.70,4825.25,4858.011093338243247908,86899,8434,422156306.00,14234,16.38,112.45,-49.70
4-December-2020,4867.50,4956.00,4815.70,4874.95,4887.805349203869153303,211209,21140,1032348480.00,57076,27.02,140.30,7.45
3-December-2020,4860.00,4889.70,4817.00,4867.55,4847.836141616128503524,183030,9413,887299449.00,107167,58.55,72.70,7.55
2-December-2020,4861.15,4883.60,4785.85,4822.15,4834.104905484771655059,124636,11602,602503499.00,31797,25.51,97.75,-39.00
1-December-2020,4945.00,4949.90,4824.20,4857.20,4881.245994671095885670,115596,12551,564252512.00,40960,35.43,125.70,-87.80
27-November-2020,4861.00,4957.50,4783.25,4903.30,4877.318017061472558854,273130,26440,1332141870.00,77775,28.48,174.25,42.30
26-November-2020,4686.95,4855.00,4639.70,4827.85,4753.079710302057809484,276702,22097,1315186662.00,84827,30.66,215.30,140.90
25-November-2020,4820.00,4823.70,4675.20,4689.65,4735.087982111924205465,226296,18004,1071531470.00,108585,47.98,148.50,-130.35
24-November-2020,4847.00,4856.90,4772.00,4809.20,4795.963434442478630656,234565,12031,1124965163.00,135862,57.92,84.90,-37.80
23-November-2020,4780.00,4868.30,4735.00,4809.65,4805.089340212747087639,383366,39281,1842107880.00,114097,29.76,133.30,29.65
20-November-2020,4565.00,4761.40,4516.60,4717.75,4637.774918799927071867,296182,26955,1373625451.00,65502,22.12,244.80,152.75
19-November-2020,4625.00,4782.20,4513.35,4534.10,4685.615313758679664283,340883,34485,1597246605.00,59044,17.32,268.85,-90.90
18-November-2020,4474.10,4678.10,4462.85,4655.40,4608.910267313960633349,245741,20819,1132598218.00,36096,14.69,215.25,181.30
17-November-2020,4386.00,4503.70,4346.25,4487.85,4429.802255873024718015,215349,17286,953953486.00,47805,22.20,157.45,101.85
14-November-2020,4414.75,4435.35,4341.90,4373.45,4398.748558616271620755,28098,3156,123596037.00,9113,32.43,93.45,-41.30
13-November-2020,4260.00,4409.00,4253.85,4374.90,4340.856926657603070433,357474,24891,1551743489.00,169409,47.39,155.15,114.90
12-November-2020,4263.80,4322.80,4198.20,4298.65,4274.531055993537481113,267388,24847,1142958310.00,37649,14.08,124.60,34.85
11-November-2020,4210.00,4429.55,4133.50,4269.00,4279.505394389372098092,518409,52408,2218534112.00,79964,15.42,296.05,59.00
10-November-2020,3900.00,4243.00,3883.25,4208.60,4117.382490520080821500,505806,49752,2082596768.00,111848,22.11,359.75,308.60
9-November-2020,3809.00,3876.00,3789.70,3866.60,3847.988735795838552414,110971,11779,427015158.00,27845,25.09,86.30,57.60
6-November-2020,3740.00,3826.90,3704.40,3778.05,3768.782950087746464333,154992,13084,584131207.00,23058,14.88,122.50,38.05
5-November-2020,3602.00,3748.75,3590.00,3735.45,3687.341437632135306553,202444,16038,746480150.00,45434,22.44,158.75,133.45
4-November-2020,3475.00,3569.55,3463.20,3559.35,3519.125351406521388794,111694,9863,393065187.00,27933,25.01,106.35,84.35
3-November-2020,3431.00,3520.00,3417.55,3490.60,3476.117207939715812066,127662,11593,443768075.00,34957,27.38,102.45,59.60
2-November-2020,3340.00,3446.25,3276.00,3415.30,3370.968094861001125328,95972,9010,323518550.00,16514,17.21,170.25,75.30
30-October-2020,3378.00,3392.40,3255.00,3307.65,3308.865036524937422310,117454,11346,388639434.00,18090,15.40,137.40,-70.35
29-October-2020,3362.00,3432.55,3333.00,3379.60,3384.070443740818132875,109591,8993,370863664.00,8986,8.20,99.55,17.60
28-October-2020,3453.00,3488.95,3350.00,3370.35,3433.527138671948546855,265562,22778,911814334.00,120252,45.28,138.95,-82.65
27-October-2020,3325.00,3465.00,3277.05,3453.75,3397.831767888139889034,187806,18328,638133193.00,53268,28.36,187.95,128.75
26-October-2020,3343.00,3343.00,3238.90,3292.60,3275.295726522155910819,129356,15584,423679154.00,22632,17.50,104.10,-50.40
23-October-2020,3328.35,3355.50,3304.00,3317.35,3334.344829607399505292,85303,6618,284429617.00,14238,16.69,51.50,-11.00
22-October-2020,3161.00,3344.00,3155.00,3313.15,3292.389927369227437429,309373,29314,1018576549.00,100076,32.35,189.00,152.15
21-October-2020,3279.00,3295.00,3101.60,3233.25,3209.077565577252253199,237773,21519,763032000.00,27568,11.59,193.40,-45.75
20-October-2020,3262.00,3288.00,3229.00,3262.10,3261.872027348394768133,100920,8567,329188125.00,8184,8.11,59.00,0.10
19-October-2020,3243.00,3294.90,3196.70,3266.90,3245.102645699575075214,161205,13594,523126772.00,15320,9.50,98.20,23.90
16-October-2020,3299.90,3299.90,3170.80,3230.15,3230.644582077195832487,128038,11189,413645271.00,16328,12.75,129.10,-69.75
15-October-2020,3370.00,3375.00,3200.00,3213.70,3303.001821236698541766,241045,14861,796172074.00,118993,49.37,175.00,-156.30
14-October-2020,3252.50,3381.70,3232.05,3371.50,3313.448086179234471693,239965,23649,795111570.00,81864,34.11,149.65,119.00
13-October-2020,3325.00,3339.70,3245.00,3273.20,3286.687670352675379050,96491,8975,317135780.00,15738,16.31,94.70,-51.80
12-October-2020,3353.00,3380.00,3305.70,3325.10,3333.794785760644616157,81661,6553,272241016.00,11017,13.49,74.30,-27.90
9-October-2020,3333.70,3417.70,3305.10,3317.70,3361.098858420619042014,203928,13346,685422168.00,20457,10.03,112.60,-16.00
8-October-2020,3349.00,3398.00,3303.85,3325.80,3344.559522308313834283,214113,21140,716113673.00,52011,24.29,94.15,-23.20
7-October-2020,3415.00,3415.00,3286.00,3331.20,3335.142409693259787434,237856,27525,793283633.00,63519,26.70,129.00,-83.80
6-October-2020,3440.00,3480.00,3392.05,3474.40,3445.633700155581264140,175471,12730,604608791.00,41446,23.62,87.95,34.40
5-October-2020,3460.00,3518.00,3370.00,3379.85,3430.344380210484023972,179206,19027,614738295.00,31736,17.71,148.00,-80.15
1-October-2020,3400.00,3458.65,3317.60,3444.05,3406.430682324531773296,139142,13704,473977578.00,31892,22.92,141.05,44.05
30-September-2020,3300.00,3343.65,3259.90,3277.25,3296.299180103254376253,182462,8402,601449341.00,86687,47.51,83.75,-22.75
29-September-2020,3359.45,3372.25,3254.30,3293.10,3296.806923771933995910,210290,20539,693285528.00,28141,13.38,117.95,-66.35
28-September-2020,3195.00,3349.00,3165.25,3335.75,3295.886065484468427360,156037,13332,514280174.00,15786,10.12,183.75,140.75
25-September-2020,3089.50,3164.75,3031.50,3138.25,3101.747879930004038228,148580,13060,460857700.00,16596,11.17,133.25,48.75
24-September-2020,3205.00,3205.00,3008.85,3027.90,3095.990109460273309201,161063,15668,498649455.00,35219,21.87,196.15,-177.10
23-September-2020,3339.50,3343.90,3201.10,3242.85,3270.681986771569935922,135617,15985,443560079.00,24950,18.40,142.80,-96.65
22-September-2020,3300.00,3353.50,3218.55,3304.40,3278.169400050966544104,109876,12162,360192141.00,12748,11.60,134.95,4.40
21-September-2020,3470.00,3470.00,3315.00,3327.95,3380.457498764953443434,159913,22838,540579100.00,47768,29.87,155.00,-142.05
18-September-2020,3494.95,3500.00,3429.20,3475.45,3465.455567651885673431,61543,6163,213274532.00,9492,15.42,70.80,-19.50
17-September-2020,3493.45,3515.80,3457.00,3469.80,3483.355050284215128989,68610,6708,238992990.00,11688,17.04,58.80,-23.65
16-September-2020,3515.35,3565.10,3481.95,3519.75,3534.999618549738612771,159916,15834,565302999.00,41840,26.16,83.15,4.40
15-September-2020,3475.85,3524.30,3455.05,3514.45,3495.872298267251662993,98918,7964,345804696.00,10202,10.31,69.25,38.60
14-September-2020,3558.00,3574.25,3421.50,3440.35,3486.048108831098469456,118128,10504,411799891.00,28900,24.46,152.75,-117.65
11-September-2020,3494.00,3556.00,3456.15,3543.35,3516.203256329383684255,175965,15638,618728706.00,47174,26.81,99.85,49.35
10-September-2020,3448.00,3517.55,3419.00,3499.00,3476.939423103237518358,219242,20103,762291153.00,38249,17.45,98.55,51.00
9-September-2020,3475.00,3492.90,3393.65,3423.80,3428.042733909079297707,203562,21937,697819235.00,38390,18.86,99.25,-51.20
8-September-2020,3515.00,3574.85,3481.10,3500.75,3525.722705834180075524,131878,10927,464965259.00,12976,9.84,93.75,-14.25
7-September-2020,3608.00,3629.00,3478.35,3504.45,3535.791703570762632854,171616,14103,606798429.00,19223,11.20,150.65,-103.55
4-September-2020,3516.50,3649.50,3516.50,3595.95,3597.478004038468120058,146095,12125,525573549.00,16042,10.98,133.00,79.45
3-September-2020,3677.00,3677.00,3605.30,3617.40,3633.662304215284347734,114156,11759,414804354.00,26056,22.82,71.70,-59.60
2-September-2020,3648.65,3680.00,3575.00,3670.30,3629.349318536647115912,94796,9215,344047798.00,10207,10.77,105.00,21.65
1-September-2020,3510.00,3673.80,3499.30,3643.75,3595.267586995097596920,265992,27601,956312416.00,63805,23.99,174.50,133.75
31-August-2020,3711.00,3750.00,3465.80,3489.45,3602.407443991534876932,383692,40037,1382214917.00,82100,21.40,284.20,-221.55
28-August-2020,3655.00,3687.60,3617.25,3672.25,3654.184865413915693245,143737,10825,525241570.00,21364,14.86,70.35,17.25
27-August-2020,3652.05,3684.00,3598.00,3631.75,3629.179429967058397847,132659,10205,481443314.00,18399,13.87,86.00,-20.30
26-August-2020,3661.00,3707.00,3630.50,3644.40,3668.264747916456305777,257494,23619,944556163.00,56321,21.87,76.50,-16.60
25-August-2020,3520.05,3661.00,3515.00,3643.90,3581.769624737449338816,270424,23049,968596469.00,46775,17.30,146.00,123.85
24-August-2020,3393.20,3512.75,3393.20,3490.65,3468.579707148521581511,353080,35831,1224686123.00,155226,43.96,119.55,97.45
21-August-2020,3416.25,3439.70,3380.65,3390.10,3413.639517500021357116,117057,11835,399590401.00,29068,24.83,59.05,-26.15
20-August-2020,3371.05,3413.00,3353.05,3393.95,3386.460437727559343408,98326,8517,332977109.00,15425,15.69,59.95,22.90
19-August-2020,3437.00,3465.50,3402.00,3408.75,3428.365053380782918149,210750,9534,722527935.00,114009,54.10,63.50,-28.25
18-August-2020,3396.25,3436.00,3369.45,3419.45,3404.152467568229102924,130736,10703,445045277.00,14826,11.34,66.55,23.20
17-August-2020,3358.70,3399.80,3313.55,3384.35,3354.894471796602197375,195597,14781,656207294.00,74711,38.20,86.25,25.65
14-August-2020,3429.95,3450.00,3306.00,3330.90,3366.775362878916696294,194073,16521,653400195.00,36288,18.70,144.00,-99.05
13-August-2020,3456.00,3471.65,3405.05,3418.85,3439.123125571155603555,192592,16581,662347601.00,31122,16.16,66.60,-37.15
12-August-2020,3432.00,3448.00,3363.40,3418.60,3413.625403473049735645,172874,13765,590127078.00,16500,9.54,84.60,-13.40
11-August-2020,3466.95,3494.00,3406.00,3456.65,3448.916955547852057278,150004,13079,517351339.00,14034,9.36,88.00,-10.30
10-August-2020,3495.00,3555.00,3414.15,3441.75,3487.026310634848407228,331843,31663,1157145272.00,74855,22.56,140.85,-53.25
7-August-2020,3336.00,3480.00,3306.00,3466.00,3420.812701353228919817,591622,51016,2023828052.00,182620,30.87,174.00,130.00
6-August-2020,3285.00,3378.05,3256.40,3345.30,3326.525335006221911412,486185,41177,1617306720.00,145700,29.97,121.65,60.30
5-August-2020,3240.05,3330.00,3240.05,3262.55,3296.523473883268202939,389731,35344,1284757390.00,115978,29.76,89.95,22.50
4-August-2020,3200.00,3259.25,3146.00,3235.95,3212.389761031847696453,226390,17668,727252918.00,39294,17.36,113.25,35.95
3-August-2020,3236.00,3241.00,3168.30,3173.35,3196.940006263148597215,249076,23934,796281029.00,77527,31.13,72.70,-62.65
31-July-2020,3232.00,3271.80,3180.30,3251.60,3234.528397807408608251,394784,30668,1276940059.00,88132,22.32,91.50,19.60
30-July-2020,3301.95,3324.60,3206.00,3218.40,3271.441198034769463340,264600,20641,865623341.00,90015,34.02,118.60,-83.55
29-July-2020,3245.00,3328.30,3240.00,3283.05,3286.991702898088765921,313724,21202,1031208185.00,62575,19.95,88.30,38.05
28-July-2020,3182.00,3259.35,3163.00,3239.05,3218.174367026496565260,331175,21612,1065778896.00,59354,17.92,96.35,57.05
27-July-2020,3257.00,3290.00,3152.20,3170.55,3185.080096559028691547,307791,22295,980338988.00,74283,24.13,137.80,-86.45
24-July-2020,3249.00,3290.00,3220.00,3251.35,3250.653118303428060935,342526,28271,1113433210.00,91997,26.86,70.00,2.35
23-July-2020,3253.00,3319.85,3220.00,3298.25,3288.860479763504042930,274677,21475,903374330.00,30172,10.98,99.85,45.25
22-July-2020,3316.20,3345.00,3194.15,3252.55,3264.831923837584526449,866149,73119,2827830906.00,129098,14.90,150.85,-63.65
21-July-2020,3498.00,3517.75,3220.00,3292.90,3390.069769929000661915,1037897,74379,3518543244.00,116011,11.18,297.75,-205.10
20-July-2020,3332.00,3452.80,3316.35,3441.35,3387.870416308900805030,651031,54662,2205608665.00,201354,30.93,136.45,109.35
17-July-2020,3217.80,3324.00,3210.50,3301.80,3275.242142646238640464,365772,22047,1197991869.00,109263,29.87,113.50,84.00
16-July-2020,3175.05,3214.00,3102.60,3204.50,3161.392293539186842649,444588,31312,1405517077.00,87969,19.79,111.40,29.45
15-July-2020,3239.00,3296.90,3121.85,3147.90,3236.561198205001542517,528357,33603,1710059765.00,114519,21.67,175.05,-91.10
14-July-2020,3224.00,3225.00,3123.35,3190.35,3161.728554945786429596,405618,29000,1282454013.00,62490,15.41,101.65,-33.65
13-July-2020,3364.00,3380.00,3212.80,3233.25,3281.989472985165542288,436686,32360,1433198855.00,58266,13.34,167.20,-130.75
10-July-2020,3272.10,3395.00,3272.10,3313.10,3334.011594237498550507,586412,45692,1955104407.00,66612,11.36,122.90,41.00
9-July-2020,3232.50,3378.55,3196.15,3329.60,3313.703085514248001028,762142,54032,2525512297.00,74986,9.84,182.40,97.10
8-July-2020,3355.00,3409.00,3181.00,3203.60,3295.393178656812735727,1086267,83188,3579676862.00,148571,13.68,228.00,-151.40
7-July-2020,3140.00,3419.95,3124.80,3352.75,3266.824780631101494254,1421578,96379,4644046238.00,192657,13.55,295.15,212.75
6-July-2020,2960.40,3135.00,2960.40,3109.05,3037.843284845126502693,797651,59748,2423138734.00,266902,33.46,174.60,148.65
3-July-2020,2980.00,2988.50,2920.00,2931.85,2953.725987319947324834,441954,31902,1305411015.00,70061,15.85,68.50,-48.15
2-July-2020,2985.00,3014.85,2926.15,2968.75,2978.281147380267023444,606913,47157,1807557546.00,116505,19.20,88.70,-16.25
1-July-2020,2830.00,2969.00,2806.30,2954.15,2911.651927041085900116,537508,31682,1565036204.00,59077,10.99,162.70,124.15
30-June-2020,2905.00,2936.65,2813.70,2828.90,2868.201896386173184357,458240,27773,1314324837.00,42282,9.23,122.95,-76.10
29-June-2020,2760.00,2892.90,2760.00,2857.75,2816.862263697406166876,632346,52648,1781231585.00,108969,17.23,132.90,97.75
26-June-2020,3052.00,3060.30,2873.45,2904.30,2954.160892899768227983,519476,34731,1534615684.00,60669,11.68,186.85,-147.70
25-June-2020,2830.00,3046.00,2830.00,3004.45,2961.258311770607804826,757480,59544,2243093946.00,120416,15.90,216.00,174.45
